Ensembl_human_genes,Chromosome,Startsite,Strand,Band,Symbol,EntrezGene,Unigene,Tissue_number,Tissues,Max_tissue
ENSG00000010404,X,149476990,-1,q28,IDS,3423,Hs.460960,1,/brain,brain
ENSG00000080854,11,133908564,-1,q25,IGSF9B,22997,Hs.440476,1,/brain,brain
ENSG00000145839,5,135892246,-1,q31.1,IL9,3578,Hs.960,1,/brain,brain
ENSG00000112706,6,75921115,-1,q14.1,IMPG1,3617,Hs.590893,1,/brain,brain
ENSG00000198825,10,119726042,1,q26.11,INPP5F,22876,Hs.369755,1,/brain,brain
ENSG00000176049,5,147585439,-1,q32,JAKMIP2,9832,Hs.744926,1,/brain,brain
ENSG00000176595,8,1973878,1,p23.3,KBTBD11,9920,Hs.5333,1,/brain,brain
ENSG00000151079,12,4809176,1,p13.32,KC6,,,1,/brain,brain
ENSG00000162975,2,10911937,1,p25.1,KCNF1,3754,Hs.23735,1,/brain,brain
ENSG00000143473,1,210676823,-1,q32.2,KCNH1,3756,Hs.553187,1,/brain,brain
ENSG00000183960,3,19148454,1,p24.3,KCNH8,131096,Hs.475656,1,/brain,brain
ENSG00000143603,1,154697455,-1,q21.3,KCNN3,3782,Hs.490765,1,/brain,brain
ENSG00000135314,6,73241314,-1,q13,KHDC1,80759,Hs.732094,1,/brain,brain
ENSG00000135709,16,85027751,1,q24.1,KIAA0513,9764,Hs.301658,1,/brain,brain
ENSG00000149633,20,38210488,-1,q11.23,KIAA1755,85449,Hs.737525,1,/brain,brain
ENSG00000084731,2,25926596,-1,p23.3,KIF3C,3797,Hs.21611,1,/brain,brain
ENSG00000149571,11,126423359,-1,q24.2,KIRREL3,84623,Hs.376015,1,/brain,brain
ENSG00000126214,14,103561896,1,q32.33,KLC1,3831,Hs.657678,1,/brain,brain
ENSG00000166173,15,70829130,-1,q23,LARP6,55323,Hs.416755,1,/brain,brain
ENSG00000188501,15,66547179,-1,q22.31,LCTL,197021,Hs.680983,1,/brain,brain
ENSG00000213888,22,31346777,1,q12.2,LINC01521,,,1,/brain,brain
ENSG00000142235,19,48485271,-1,q13.33,LMTK3,114783,Hs.207426,1,/brain,brain
ENSG00000128594,7,128027071,-1,q32.1,LRRC4,64101,Hs.655003,1,/brain,brain
ENSG00000197147,1,89524836,1,p22.2,LRRC8B,23507,Hs.741594,1,/brain,brain
ENSG00000154545,X,52184823,1,p11.22,MAGED4,728239,Hs.571729,1,/brain,brain
ENSG00000187243,X,52061827,-1,p11.22,MAGED4B,81557,Hs.571729,1,/brain,brain
ENSG00000198934,X,76427724,1,q13.3,MAGEE1,57692,Hs.8453,1,/brain,brain
ENSG00000187391,7,78017057,-1,q21.11,MAGI2,9863,Hs.603842,1,/brain,brain
ENSG00000185090,1,37793802,1,p34.3,MANEAL,149175,Hs.706404,1,/brain,brain
ENSG00000166963,15,43510958,1,q15.3,MAP1A,4130,Hs.619338,1,/brain,brain
ENSG00000131711,5,72107234,1,q13.2,MAP1B,4131,Hs.335079,1,/brain,brain
ENSG00000084764,2,26970612,1,p23.3,MAPRE3,22924,Hs.515860,1,/brain,brain
ENSG00000099308,19,18097793,1,p13.11,MAST3,23031,Hs.466184,1,/brain,brain
ENSG00000197971,18,76978827,-1,q23,MBP,4155,Hs.551713,1,/brain,brain
ENSG00000155970,8,17027238,1,p22,MICU3,286097,Hs.403594,1,/brain,brain
ENSG00000198598,12,131828393,1,q24.33,MMP17,4326,Hs.709245,1,/brain,brain
ENSG00000165943,14,93182196,-1,q32.12,MOAP1,64112,Hs.24719,1,/brain,brain
ENSG00000171160,10,97614553,-1,q24.2,MORN4,118812,Hs.217409,1,/brain,brain
ENSG00000132613,16,70661204,-1,q22.1,MTSS1L,92154,Hs.432387,1,/brain,brain
ENSG00000144821,3,108380369,-1,q13.13,MYH15,22989,Hs.731060,1,/brain,brain
ENSG00000197535,15,52307283,-1,q21.2,MYO5A,4644,Hs.596221,1,/brain,brain
ENSG00000170011,3,39808914,1,p22.1,MYRIP,25924,Hs.594535,1,/brain,brain
ENSG00000172915,13,34942287,1,q13.3,NBEA,26960,Hs.491172,1,/brain,brain
ENSG00000020129,1,35557473,1,p34.3,NCDN,23154,Hs.121870,1,/brain,brain
ENSG00000123119,8,90791550,1,q21.3,NECAB1,64168,Hs.719466,1,/brain,brain
ENSG00000172260,1,71395940,-1,p31.1,NEGR1,257194,Hs.146542,1,/brain,brain
ENSG00000050030,X,74732856,-1,q13.3,NEXMIF,340533,Hs.124128,1,/brain,brain
ENSG00000177453,5,43192071,1,p12,NIM1K,167359,Hs.25845,1,/brain,brain
ENSG00000169992,17,7404874,1,p13.1,NLGN2,57555,Hs.26229,1,/brain,brain
ENSG00000198929,1,162069774,1,q23.3,NOS1AP,9722,Hs.731942,1,/brain,brain
ENSG00000139910,14,26443093,-1,q12,NOVA1,4857,Hs.31588,1,/brain,brain
ENSG00000171246,17,80467148,-1,q25.3,NPTX1,4884,Hs.715784,1,/brain,brain
ENSG00000125841,20,346782,1,p13,NRSN2,80023,Hs.416024,1,/brain,brain
ENSG00000179915,2,49918505,-1,p16.3,NRXN1,9378,Hs.637685,1,/brain,brain
ENSG00000073969,17,46590669,1,q21.31,NSF,4905,Hs.431279,1,/brain,brain
ENSG00000165802,9,137447573,-1,q34.3,NSMF,26012,Hs.455336,1,/brain,brain
ENSG00000140538,15,87859751,-1,q25.3,NTRK3,4916,Hs.410969,1,/brain,brain
ENSG00000074590,12,106063340,-1,q23.3,NUAK1,9891,Hs.524692,1,/brain,brain
ENSG00000182575,17,49575858,1,q21.33,NXPH3,11248,Hs.55069,1,/brain,brain
ENSG00000119900,6,71288803,1,q13,OGFRL1,79627,Hs.656091,1,/brain,brain
ENSG00000130558,9,135075422,1,q34.3,OLFM1,10439,Hs.522484,1,/brain,brain
ENSG00000168828,9,35869263,-1,p13.3,OR13J1,392309,Hs.527480,1,/brain,brain
ENSG00000186462,X,73212299,-1,q13.2,P1L2,4674,Hs.740565,1,/brain,brain
ENSG00000089041,12,121132819,1,q24.31,P2RX7,5027,Hs.729169,1,/brain,brain
ENSG00000073150,22,50170731,1,q13.33,PANX2,56666,Hs.440092,1,/brain,brain
ENSG00000162073,16,2969245,1,p13.3,PAQR4,124222,Hs.351474,1,/brain,brain
ENSG00000125814,20,23374519,-1,p11.21,PB,63908,Hs.269471,1,/brain,brain
ENSG00000165194,X,100291644,-1,q22.1,PCDH19,57526,Hs.4993,1,/brain,brain
ENSG00000250120,5,140855883,1,q31.3,PCDHA10,56139,Hs.199343,1,/brain,brain
ENSG00000204965,5,140821604,1,q31.3,PCDHA5,56143,Hs.199343,1,/brain,brain
ENSG00000081842,5,140827958,1,q31.3,PCDHA6,56142,Hs.570901,1,/brain,brain
ENSG00000120324,5,141192353,1,q31.3,PCDHB10,56126,Hs.657953,1,/brain,brain
ENSG00000204956,5,141330571,1,q31.3,PCDHGA1,56114,Hs.368160,1,/brain,brain
ENSG00000253846,5,141412987,1,q31.3,PCDHGA10,56106,Hs.368160,1,/brain,brain
ENSG00000262576,5,141355025,1,q31.3,PCDHGA4,56111,Hs.368160,1,/brain,brain
ENSG00000253537,5,141382739,1,q31.3,PCDHGA7,56108,Hs.368160,1,/brain,brain
ENSG00000261934,5,141402932,1,q31.3,PCDHGA9,56107,Hs.368160,1,/brain,brain
ENSG00000254221,5,141350102,1,q31.3,PCDHGB1,56104,Hs.368160,1,/brain,brain
ENSG00000253910,5,141360042,1,q31.3,PCDHGB2,56103,Hs.368160,1,/brain,brain
ENSG00000253305,5,141408021,1,q31.3,PCDHGB6,56100,Hs.368160,1,/brain,brain
ENSG00000240184,5,141475947,1,q31.3,PCDHGC3,5098,Hs.368160,1,/brain,brain
ENSG00000186472,7,82754013,-1,q21.11,PCLO,27445,Hs.12376,1,/brain,brain
ENSG00000067840,X,153802166,-1,q28,PDZD4,57595,Hs.92732,1,/brain,brain
ENSG00000162734,1,160205337,1,q23.2,PEA15,8682,Hs.517216,1,/brain,brain
ENSG00000070087,3,149964904,-1,q25.1,PFN2,5217,Hs.91747,1,/brain,brain
ENSG00000165434,11,74330318,-1,q13.4,PGM2L1,283209,Hs.26612,1,/brain,brain
ENSG00000081913,18,62715450,1,q21.33,PHLPP1,23239,Hs.465337,1,/brain,brain
ENSG00000182621,20,8077251,1,p12.3,PLCB1,23236,Hs.431173,1,/brain,brain
ENSG00000021300,11,73646178,1,q13.4,PLEKHB1,58473,Hs.445489,1,/brain,brain
ENSG00000176903,14,73711783,-1,q24.3,PNMA1,9240,Hs.194709,1,/brain,brain
ENSG00000111110,12,62643982,-1,q14.2,PPM1H,57460,Hs.435479,1,/brain,brain
ENSG00000138814,4,101023409,-1,q24,PPP3CA,5530,Hs.435512,1,/brain,brain
ENSG00000138078,2,44316281,-1,p21,PREPL,9581,Hs.444349,1,/brain,brain
ENSG00000142875,1,84078062,1,p31.1,PRKACB,5567,Hs.487325,1,/brain,brain
ENSG00000188191,7,549197,-1,p22.3,PRKAR1B,5575,Hs.520851,1,/brain,brain
ENSG00000171132,2,45651345,1,p21,PRKCE,5581,Hs.677120,1,/brain,brain
ENSG00000067606,1,2050470,1,p36.33,PRKCZ,5590,Hs.496255,1,/brain,brain
ENSG00000130032,X,151695124,1,q28,PRRG3,79057,Hs.592236,1,/brain,brain
ENSG00000134222,1,109279556,-1,p13.3,PSRC1,84722,Hs.405925,1,/brain,brain
ENSG00000048991,2,135531455,1,q21.3,R3HDM1,23518,Hs.412462,1,/brain,brain
ENSG00000131242,17,31391624,1,q11.2,RAB11FIP4,84440,Hs.406788,1,/brain,brain
ENSG00000179331,11,107928503,1,q22.3,RAB39A,54734,Hs.354906,1,/brain,brain
ENSG00000141542,17,82654973,-1,q25.3,RAB40B,10966,Hs.484068,1,/brain,brain
ENSG00000198915,10,43194535,-1,q11.21,RASGEF1A,221002,Hs.125293,1,/brain,brain
ENSG00000100276,22,29312933,-1,q12.2,RASL10A,10633,Hs.73088,1,/brain,brain
ENSG00000167771,11,63911221,-1,q13.1,RCOR2,283248,Hs.98788,1,/brain,brain
ENSG00000164620,5,141636950,1,q31.3,RELL2,285613,Hs.120094,1,/brain,brain
ENSG00000076344,16,268301,-1,p13.3,RGS11,8786,Hs.65756,1,/brain,brain
ENSG00000117016,1,40620679,-1,p34.2,RIMS3,9783,Hs.654808,1,/brain,brain
ENSG00000212864,9,137220247,-1,q34.3,RNF208,727800,Hs.512767,1,/brain,brain
ENSG00000149489,11,62611722,1,q12.3,ROM1,6094,Hs.281564,1,/brain,brain
ENSG00000198208,14,74903954,-1,q24.3,RPS6KL1,83694,Hs.414481,1,/brain,brain
ENSG00000133318,11,63681446,1,q13.1,RTN3,10313,Hs.743229,1,/brain,brain
ENSG00000167100,17,50110040,-1,q21.33,SAMD14,201191,Hs.567769,1,/brain,brain
ENSG00000186193,9,137062124,-1,q34.3,SAPCD2,89958,Hs.19322,1,/brain,brain
ENSG00000136193,7,29920103,-1,p14.3,SCRN1,9805,Hs.520740,1,/brain,brain
ENSG00000164402,5,132750817,-1,q31.1,SEPT8,23176,Hs.522057,1,/brain,brain
ENSG00000163536,3,167735243,1,q26.1,SERPINI1,5274,Hs.478153,1,/brain,brain
ENSG00000144040,2,72942036,-1,p13.2,SFXN5,94097,Hs.368171,1,/brain,brain
ENSG00000197860,5,65665928,-1,q12.3,SGTB,54557,Hs.707786,1,/brain,brain
ENSG00000187164,10,116881482,-1,q25.3,SHTN1,57698,Hs.501140,1,/brain,brain
ENSG00000198053,20,1894167,1,p13,SIRPA,140885,Hs.581021,1,/brain,brain
ENSG00000104888,19,49429401,-1,q13.33,SLC17A7,57030,Hs.375616,1,/brain,brain
ENSG00000092096,14,23346306,-1,q11.2,SLC22A17,51310,Hs.373498,1,/brain,brain
ENSG00000177542,11,790475,-1,p15.5,SLC25A22,79751,Hs.99486,1,/brain,brain
ENSG00000151229,12,39755021,-1,q12,SLC2A13,114134,Hs.558595,1,/brain,brain
ENSG00000162426,1,8317826,1,p36.23,SLC45A1,50651,Hs.463036,1,/brain,brain
ENSG00000198689,X,135973841,1,q26.3,SLC9A6,10479,Hs.62185,1,/brain,brain
ENSG00000164038,4,103019868,-1,q24,SLC9B2,133308,Hs.546482,1,/brain,brain
ENSG00000224531,6,11094033,1,p24.2,SMIM13,221710,Hs.656600,1,/brain,brain
ENSG00000268182,19,56643145,1,q13.43,SMIM17,147670,Hs.336588,1,/brain,brain
ENSG00000184602,16,11668414,1,p13.13,SNN,8303,Hs.618526,1,/brain,brain
ENSG00000101298,20,1266280,1,p13,SNPH,9751,Hs.323833,1,/brain,brain
ENSG00000172803,11,65833641,1,q13.1,SNX32,254122,Hs.591950,1,/brain,brain
ENSG00000203772,10,133420666,-1,q26.3,SPRN,503542,Hs.64968,1,/brain,brain
ENSG00000117632,1,25884181,-1,p36.11,STMN1,3925,Hs.209983,1,/brain,brain
ENSG00000197457,20,63639705,-1,q13.33,STMN3,50861,Hs.639609,1,/brain,brain
ENSG00000140022,14,81260656,-1,q31.1,STON2,85439,Hs.14248,1,/brain,brain
ENSG00000173320,4,183797692,1,q35.1,STOX2,56977,Hs.696657,1,/brain,brain
ENSG00000106089,7,73699206,-1,q11.23,STX1A,6804,Hs.647024,1,/brain,brain
ENSG00000099365,16,30989256,-1,p11.2,STX1B,112755,Hs.542230,1,/brain,brain
ENSG00000136854,9,127579370,1,q34.11,STXBP1,6812,Hs.288229,1,/brain,brain
ENSG00000100321,22,39349925,1,q13.1,SYNGR1,9145,Hs.216226,1,/brain,brain
ENSG00000159082,21,32628759,-1,q22.11,SYNJ1,8867,Hs.473632,1,/brain,brain
ENSG00000132718,1,155859509,1,q22,SYT11,23208,Hs.32984,1,/brain,brain
ENSG00000103528,16,19167971,1,p12.3,SYT17,51760,Hs.733095,1,/brain,brain
ENSG00000109927,11,121101173,1,q23.3,TECTA,7007,Hs.248162,1,/brain,brain
ENSG00000241697,9,100473113,1,q31.1,TMEFF1,8577,Hs.598100,1,/brain,brain
ENSG00000164124,4,158201604,1,q32.1,TMEM144,55314,Hs.176227,1,/brain,brain
ENSG00000188760,2,219543663,1,q35,TMEM198,130612,Hs.446664,1,/brain,brain
ENSG00000065600,1,212363931,-1,q32.3,TMEM206,55248,Hs.445386,1,/brain,brain
ENSG00000205090,1,1535174,-1,p36.33,TMEM240,339453,Hs.668654,1,/brain,brain
ENSG00000128872,15,51751561,1,q21.2,TMOD2,29767,Hs.513734,1,/brain,brain
ENSG00000171368,5,659862,-1,p15.33,TPPP,11076,Hs.481466,1,/brain,brain
ENSG00000174599,4,117083554,-1,q26,TRAM1L1,133022,Hs.570737,1,/brain,brain
ENSG00000166925,7,100463359,-1,q22.1,TSC22D4,81628,Hs.469798,1,/brain,brain
ENSG00000156298,X,38561370,1,p11.4,TSPAN7,7102,Hs.441664,1,/brain,brain
ENSG00000187189,6,116249961,-1,q22.1,TSPYL4,23270,Hs.284141,1,/brain,brain
ENSG00000137941,1,83865028,-1,p31.1,TTLL7,79739,Hs.594267,1,/brain,brain
ENSG00000141540,17,74213514,1,q25.1,TTYH2,94015,Hs.27935,1,/brain,brain
ENSG00000137267,6,3153669,-1,p25.2,TUBB2A,7280,Hs.654543,1,/brain,brain
ENSG00000137285,6,3224261,-1,p25.2,TUBB2B,347733,Hs.300701,1,/brain,brain
ENSG00000116035,2,70900590,1,p13.3,VAX2,25806,Hs.249170,1,/brain,brain
ENSG00000132970,13,26557703,1,q12.13,WASF3,10810,Hs.618732,1,/brain,brain
ENSG00000085433,1,108970214,-1,p13.3,WDR47,22911,Hs.570055,1,/brain,brain
ENSG00000169884,12,48965340,-1,q13.12,WNT10B,7480,Hs.91985,1,/brain,brain
ENSG00000206579,8,55102389,1,q12.1,XKR4,114786,Hs.130197,1,/brain,brain
ENSG00000170027,7,76326794,-1,q11.23,YWHAG,7532,Hs.744840,1,/brain,brain
ENSG00000128245,22,31944461,1,q12.3,YWHAH,7533,Hs.226755,1,/brain,brain
ENSG00000267884,,,,,,,,1,/brain,brain
ENSG00000215527,,,,,,,,1,/brain,brain
ENSG00000268865,,,,,,,,1,/brain,brain
ENSG00000233404,,,,,,,,1,/brain,brain
ENSG00000181039,,,,,,,,1,/brain,brain
ENSG00000069712,,,,,,,,1,/brain,brain
ENSG00000257921,12,57773028,1,q14.1,AC025165.3,,,2,/brain/kidney,brain
ENSG00000144785,12,56285916,-1,q13.3,AC073896.1,,,2,/brain/colonrectum,brain
ENSG00000008277,7,87934143,1,q21.12,ADAM22,53616,Hs.256398,2,adrenal/brain,brain
ENSG00000114948,2,206443539,1,q33.3,ADAM23,8745,Hs.591643,2,/brain/heart,brain
ENSG00000164742,7,45574140,1,p12.3,ADCY1,107,Hs.192215,2,/brain/testis,brain
ENSG00000181790,8,142449430,1,q24.3,ADGRB1,575,Hs.194654,2,/brain/spleen,brain
ENSG00000135298,6,68635367,1,q12,ADGRB3,577,Hs.13261,2,/brain/smoothmuscle,brain
ENSG00000154027,1,77282051,1,p31.1,AK5,26289,Hs.597002,2,/brain/testis,brain
ENSG00000197991,13,61409858,-1,q21.2,AL592490.1,64881,Hs.391781,2,/brain/smoothmuscle,brain
ENSG00000235711,15,79293285,1,q25.1,ANKRD34C,390616,Hs.531231,2,/brain/heart,brain
ENSG00000185046,12,98726457,-1,q23.1,ANKS1B,56899,Hs.506458,2,/brain/testis,brain
ENSG00000011426,7,36389806,1,p14.2,ANLN,54443,Hs.62180,2,/bonemarrow/brain,brain
ENSG00000255384,11,118433121,-1,q23.3,AP001267.2,,,2,/brain/heart,brain
ENSG00000034053,15,28884483,1,q13.1,APBA2,321,Hs.721380,2,/brain/spleen,brain
ENSG00000129244,17,7646627,1,p13.1,ATP1B2,482,Hs.643540,2,/brain/ovary,brain
ENSG00000164929,8,103140710,1,q22.3,BAALC,79870,Hs.533446,2,adrenal/brain,brain
ENSG00000183092,14,100537147,-1,q32.2,BEGAIN,57596,Hs.211751,2,/brain/pancreas,brain
ENSG00000197322,17,34574123,-1,q12,C17orf102,400591,Hs.514090,2,/brain/kidney,brain
ENSG00000125462,1,156404250,-1,q22,C1orf61,10485,Hs.380027,2,/brain/testis,brain
ENSG00000165985,10,16513743,-1,p13,C1QL3,389941,Hs.745101,2,/brain/kidney,brain
ENSG00000180044,3,160225496,1,q25.33,C3orf80,401097,Hs.729755,2,/brain/esophagus,brain
ENSG00000162706,1,159171609,1,q23.2,CADM3,57863,Hs.365689,2,/brain/placenta,brain
ENSG00000004660,17,3860315,-1,p13.2,CAMKK1,84254,Hs.8417,2,/brain/salivarygland,brain
ENSG00000099625,19,1228287,-1,p13.3,CBARP,255057,Hs.346575,2,adrenal/brain,brain
ENSG00000150394,16,61647242,-1,q21,CDH8,1006,Hs.368322,2,/brain/ovary,brain
ENSG00000101489,18,37243047,-1,q12.2,CELF4,56853,Hs.600908,2,adrenal/brain,brain
ENSG00000008300,3,48636469,-1,p21.31,CELSR3,1951,Hs.631926,2,/brain/testis,brain
ENSG00000100399,22,41229510,-1,q13.2,CHADL,150356,Hs.344488,2,/brain/salivarygland,brain
ENSG00000166091,14,23376773,1,q11.2,CMTM5,116173,Hs.99272,2,/brain/heart,brain
ENSG00000118432,6,88139864,-1,q15,CNR1,1268,Hs.75110,2,/brain/fat,brain
ENSG00000184144,1,205042937,1,q32.1,CNTN2,6900,Hs.519220,2,/brain/testis,brain
ENSG00000108797,17,42682613,1,q21.2,CNTP1,8506,Hs.408730,2,/brain/smoothmuscle,brain
ENSG00000174469,7,146116002,1,q35,CNTP2,26047,Hs.655684,2,/brain/prostate,brain
ENSG00000204248,6,33162681,-1,p21.32,COL11A2,1302,Hs.390171,2,/brain/testis,brain
ENSG00000109472,4,165361194,1,q32.3,CPE,1363,Hs.75360,2,/brain/prostate,brain
ENSG00000168993,4,784957,-1,p16.3,CPLX1,10815,Hs.478930,2,/brain/prostate,brain
ENSG00000169169,19,49690898,1,q13.33,CPT1C,126129,Hs.112195,2,/brain/smoothmuscle,brain
ENSG00000175874,2,101345551,-1,q11.2,CREG2,200407,Hs.732289,2,/brain/fallopiantube,brain
ENSG00000168582,2,208160740,-1,q33.3,CRYGA,1418,Hs.122566,2,/brain/testis,brain
ENSG00000114646,3,47562239,-1,p21.31,CSPG5,10675,Hs.45127,2,/brain/testis,brain
ENSG00000170390,4,150078274,1,q31.23,DCLK2,166614,Hs.591683,2,/brain/heart,brain
ENSG00000186047,13,50711008,-1,q14.3,DLEU7,220107,Hs.710878,2,/appendices/brain,brain
ENSG00000106976,9,128191655,1,q34.11,DNM1,1759,Hs.522413,2,/brain/gallbladder,brain
ENSG00000197959,1,171841498,1,q24.3,DNM3,26052,Hs.654775,2,adrenal/brain,brain
ENSG00000011332,19,38211006,-1,q13.2,DPF1,8193,Hs.631576,2,/brain/testis,brain
ENSG00000177103,11,117427773,-1,q23.3,DSCAML1,57453,Hs.659513,2,/brain/ovary,brain
ENSG00000084710,2,25042130,1,p23.3,EFR3B,22979,Hs.4892,2,/brain/heart,brain
ENSG00000154928,3,134597801,1,q22.2,EPHB1,2047,Hs.116092,2,/brain/testis,brain
ENSG00000172031,1,92029982,1,p22.1,EPHX4,253152,Hs.201555,2,/brain/thyroid,brain
ENSG00000187672,3,55508308,-1,p14.3,ERC2,26059,Hs.476389,2,/brain/ovary,brain
ENSG00000168309,3,58564117,-1,p14.2,FAM107A,11170,Hs.729396,2,/brain/fallopiantube,brain
ENSG00000159784,7,143353400,-1,q34,FAM131B,9715,Hs.648908,2,/brain/smoothmuscle,brain
ENSG00000198780,5,74777574,-1,q13.3,FAM169A,26049,Hs.91662,2,/brain/testis,brain
ENSG00000084444,12,13044284,1,p13.1,FAM234B,57613,Hs.712857,2,/brain/skin,brain
ENSG00000163013,2,73254682,-1,p13.2,FBXO41,150726,Hs.23158,2,/brain/lymphnode,brain
ENSG00000105255,19,4304600,1,p13.3,FSD1,79187,Hs.28144,2,/brain/testis,brain
ENSG00000137726,11,117836976,-1,q23.3,FXYD6,53826,Hs.744850,2,/brain/ovary,brain
ENSG00000109738,4,157076057,1,q32.1,GLRB,2743,Hs.32973,2,/brain/salivarygland,brain
ENSG00000150625,4,175632934,-1,q34.2,GPM6A,2823,Hs.75819,2,/brain/lung,brain
ENSG00000180998,14,52553148,1,q22.1,GPR137C,283554,Hs.416214,2,/brain/testis,brain
ENSG00000250510,12,6821545,1,p13.31,GPR162,27239,Hs.631654,2,/brain/fallopiantube,brain
ENSG00000184194,X,53049091,1,p11.22,GPR173,54328,Hs.193011,2,/brain/ovary,brain
ENSG00000154478,10,123666355,1,q26.13,GPR26,2849,Hs.12751,2,/brain/testis,brain
ENSG00000135973,2,105241743,1,q12.1,GPR45,11250,Hs.590903,2,/brain/testis,brain
ENSG00000164604,7,113078331,-1,q31.1,GPR85,54329,Hs.152009,2,/brain/testis,brain
ENSG00000169258,5,176595802,-1,q35.2,GPRIN1,114787,Hs.150549,2,/brain/duodenum,brain
ENSG00000182771,10,85599555,-1,q23.2,GRID1,2894,Hs.530653,2,/brain/thyroid,brain
ENSG00000105464,19,48394875,1,q13.33,GRIN2D,2906,Hs.445015,2,/brain/placenta,brain
ENSG00000197921,1,2528745,-1,p36.32,HES5,388585,Hs.57971,2,/brain/skin,brain
ENSG00000144485,2,238238267,-1,q37.3,HES6,55502,Hs.42949,2,/brain/fallopiantube,brain
ENSG00000146151,6,55434369,-1,p12.1,HMGCLL1,54511,Hs.147054,2,/brain/urirybladder,brain
ENSG00000121905,1,32885994,1,p35.1,HPCA,3208,Hs.632391,2,/brain/testis,brain
ENSG00000122254,16,22814177,1,p12.2,HS3ST2,9956,Hs.733610,2,/brain/lung,brain
ENSG00000249853,6,114055586,-1,q22.1,HS3ST5,222537,Hs.645477,2,/brain/skeletalmuscle,brain
ENSG00000172458,13,20702127,1,q12.11,IL17D,53342,Hs.655142,2,/brain/skeletalmuscle,brain
ENSG00000169306,X,28587399,1,p21.3,IL1RAPL1,11141,Hs.658912,2,/brain/urirybladder,brain
ENSG00000120645,12,66765,1,p13.33,IQSEC3,440073,Hs.536319,2,/brain/fallopiantube,brain
ENSG00000177301,1,110519837,-1,p13.3,KC2,3737,Hs.657199,2,/brain/thyroid,brain
ENSG00000135750,1,233614004,1,q42.2,KCNK1,3775,Hs.208544,2,/brain/stomach,brain
ENSG00000184261,2,47516581,-1,p16.3,KCNK12,56660,Hs.591586,2,/brain/testis,brain
ENSG00000135643,12,70366276,1,q15,KCNMB4,27345,Hs.525529,2,adrenal/brain,brain
ENSG00000184156,8,132120858,-1,q24.22,KCNQ3,3786,Hs.374023,2,adrenal/brain,brain
ENSG00000122548,7,26533121,-1,p15.2,KIAA0087,9808,Hs.69749,2,/brain/endometrium,brain
ENSG00000131437,5,132692628,-1,q31.1,KIF3A,11127,Hs.43670,2,/brain/testis,brain
ENSG00000186231,6,96924620,1,q16.1,KLHL32,114792,Hs.742749,2,/brain/fallopiantube,brain
ENSG00000205809,12,10426854,-1,p13.2,KLRC2,3822,Hs.591157,2,/brain/spleen,brain
ENSG00000128011,19,39306568,-1,q13.2,LRFN1,57622,Hs.723067,2,/brain/spleen,brain
ENSG00000165379,14,41607570,1,q21.1,LRFN5,145581,Hs.136893,2,/brain/fallopiantube,brain
ENSG00000148948,11,40114203,-1,p12,LRRC4C,57689,Hs.745123,2,adrenal/brain,brain
ENSG00000183908,11,57181747,1,q12.1,LRRC55,219527,Hs.199853,2,/brain/lymphnode,brain
ENSG00000170382,1,204617170,-1,q32.1,LRRN2,10446,Hs.26312,2,/brain/fallopiantube,brain
ENSG00000176204,2,76747719,-1,p12,LRRTM4,80059,Hs.285782,2,/brain/lung,brain
ENSG00000185565,3,115802363,-1,q13.31,LSAMP,4045,Hs.667390,2,/brain/gallbladder,brain
ENSG00000186675,X,75782988,-1,q13.3,MAGEE2,139599,Hs.356869,2,adrenal/brain,brain
ENSG00000180834,3,183815876,-1,q27.1,MAP6D1,79929,Hs.478465,2,/brain/skeletalmuscle,brain
ENSG00000145794,5,127290831,1,q23.2,MEGF10,84466,Hs.438709,2,adrenal/brain,brain
ENSG00000103260,16,715115,1,p13.3,METRN,79006,Hs.732288,2,/brain/fallopiantube,brain
ENSG00000167889,17,76868456,1,q25.2,MGAT5B,146664,Hs.144531,2,/brain/testis,brain
ENSG00000108852,17,43875357,-1,q21.31,MPP2,4355,Hs.514208,2,/brain/testis,brain
ENSG00000135324,6,84033756,1,q14.2,MRAP2,112609,Hs.370055,2,/brain/fallopiantube,brain
ENSG00000170255,11,18933813,-1,p15.1,MRGPRX1,259249,Hs.711459,2,/brain/testis,brain
ENSG00000003987,8,17298030,-1,p22,MTMR7,9108,Hs.625674,2,/brain/thyroid,brain
ENSG00000180354,7,30134810,1,p14.3,MTURN,222166,Hs.200100,2,/brain/fat,brain
ENSG00000104490,8,101686543,-1,q22.3,NCALD,83988,Hs.492427,2,/brain/salivarygland,brain
ENSG00000169760,3,173396284,1,q26.31,NLGN1,22871,Hs.732502,2,/brain/testis,brain
ENSG00000146938,X,5840637,-1,p22.31,NLGN4X,57502,Hs.21107,2,/brain/ovary,brain
ENSG00000221890,22,38818452,-1,q13.1,NPTXR,23467,Hs.91622,2,/brain/heart,brain
ENSG00000124785,6,5997999,-1,p25.1,NRN1,51299,Hs.103291,2,/brain/fat,brain
ENSG00000110076,11,64606174,-1,q13.1,NRXN2,9379,Hs.372938,2,/brain/testis,brain
ENSG00000021645,14,78170373,1,q24.3,NRXN3,9369,Hs.368307,2,/brain/smoothmuscle,brain
ENSG00000125510,20,64080173,1,q13.33,OPRL1,4987,Hs.736944,2,/brain/testis,brain
ENSG00000184394,14,20138820,1,q11.2,OR4N5,390437,Hs.553766,2,/brain/ovary,brain
